filename	lines	domain	type	project	destination	confidence	ai_hint
npx bmad-method@latest install.md	71	claude-mastery|life-systems	reference		40_knowledge/references/	MEDIUM	npx bmad-method@latest install
palette- [-#9BBC0F-, -#8BAC0F-, -#306230-, -#0F380F-].md	5	creative-studio|claude-mastery	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	"palette: [""#9BBC0F"", ""#8BAC0F"", ""#306230"", ""#0F380F""]"
prompts = {.md	88	creative-studio|life-systems|design-team	project-material		40_knowledge/references/	MEDIUM	prompts = {
shadcn-integrator – Pulls-updates shadcn kits, rewires tokens, ensures….md	5	creative-studio	project-material		40_knowledge/references/	MEDIUM	shadcn-integrator – Pulls/updates shadcn kits, rewires tokens, ensures…
tv1_studio51@nylstudio51-com.md	3	unclassified	unknown		00_inbox/	LOW	tv1_studio51@nylstudio51.com
with the iPad and apple pencil on his lap, holding out a tourniquet….md	3	unclassified	unknown		00_inbox/	LOW	with the iPad and apple pencil on his lap, holding out a tourniquet…
{.md	24	claude-mastery	unknown		40_knowledge/references/	MEDIUM	"""event_message"": ""[Avatar Gen] Error: Error: Failed after 2 attempts: OpenAI API error (400): Unknown parameter: 'respon"
“How did I get here-”, she thought as she floated in the diamond covered….md	5	unclassified	personal		60_archive/apple-notes-personal/	MEDIUM	“How did I get here?”, she thought as she floated in the diamond covered…
“Yea my biggest feedback would be to start at the core of the idea….md	3	product-management	idea	campus-201	20_projects/prj-campus-201/	MEDIUM	“Yea my biggest feedback would be to start at the core of the idea…
⏺ Let me read your project document and explore the Remotion skills….md	89	creative-studio|product-management|claude-mastery	reference	campus-201	20_projects/prj-campus-201/	HIGH	⏺ Let me read your project document and explore the Remotion skills…
⏺ Update Todos.md	116	life-systems|creative-studio|product-management	ai-session-output	16bitfit	20_projects/prj-16bitfit/	HIGH	⏺ Update Todos
✅ CRITICAL DEVELOPMENT FILES - Give to Claude Code-.md	38	claude-mastery|creative-studio|life-systems	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	✅ CRITICAL DEVELOPMENT FILES - Give to Claude Code:
✅ ComfyUI SSD Setup Complete!.md	32	creative-studio	ai-session-output	16bitfit	20_projects/prj-16bitfit/	HIGH	✅ ComfyUI SSD Setup Complete!
✅ DALL·E + Midjourney Prompt Format (Character- “Sean” – Dirty Blonde….md	135	creative-studio|life-systems|product-management	project-material		40_knowledge/references/	HIGH	✅ DALL·E + Midjourney Prompt Format (Character: “Sean” – Dirty Blonde…
✅ Document Sharding Complete!.md	52	product-management|claude-mastery|creative-studio	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	✅ Document Sharding Complete!
✅ Documentation Update Complete.md	52	design-team|claude-mastery|product-management	reference		40_knowledge/references/	HIGH	✅ Documentation Update Complete
🎉 Complete! Your Next Claude Code Session is Ready.md	126	claude-mastery|product-management|design-team	personal		60_archive/apple-notes-personal/	HIGH	🎉 Complete! Your Next Claude Code Session is Ready
🎉 DEPLOYMENT PREPARATION COMPLETE - READY FOR PRODUCTION.md	237	design-team|product-management|claude-mastery	personal	campus-201	20_projects/prj-campus-201/	HIGH	🎉 DEPLOYMENT PREPARATION COMPLETE - READY FOR PRODUCTION
🎬 Scene 3- “The Alley Deal”.md	42	product-management	project-material		40_knowledge/references/	MEDIUM	🎬 Scene 3: “The Alley Deal”
🎮 BMAD METHOD INITIALIZATION- 16BitFit Brownfield Development.md	124	claude-mastery|creative-studio|life-systems	reference	16bitfit	20_projects/prj-16bitfit/	HIGH	🎮 BMAD METHOD INITIALIZATION: 16BitFit Brownfield Development
🎯 Complete Website Audit Report - The Block.md	186	product-management|design-team|claude-mastery	personal	campus-201	20_projects/prj-campus-201/	HIGH	🎯 Complete Website Audit Report - The Block
🎯 Complete Step-by-Step Xcode Launch Guide.md	236	creative-studio|life-systems|claude-mastery	personal	16bitfit	20_projects/prj-16bitfit/	HIGH	🎯 Complete Step-by-Step Xcode Launch Guide
📊 Analysis Complete - Final Recommendations.md	116	claude-mastery|creative-studio|product-management	ai-session-output	16bitfit	20_projects/prj-16bitfit/	HIGH	📊 Analysis Complete - Final Recommendations
📊 Complete Status Report.md	92	claude-mastery|creative-studio	personal		60_archive/apple-notes-personal/	HIGH	📊 Complete Status Report
📊 Story 1-3 Scope Analysis.md	141	life-systems|claude-mastery|creative-studio	project-material		40_knowledge/references/	HIGH	📊 Story 1.3 Scope Analysis
📊 Claude Code on the Web - Implementation Review.md	387	creative-studio|claude-mastery|design-team	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	📊 Claude Code on the Web - Implementation Review
📋 Detailed Instructions for Claude Code- 16BitFit Pixel-Perfect UI….md	184	creative-studio|claude-mastery|design-team	code-snippet	16bitfit	20_projects/prj-16bitfit/	HIGH	📋 Detailed Instructions for Claude Code: 16BitFit Pixel-Perfect UI…
📋 COMPREHENSIVE PROMPT FOR BACKEND-AUTH AGENT.md	462	claude-mastery|creative-studio|life-systems	reference	16bitfit	20_projects/prj-16bitfit/	HIGH	📋 COMPREHENSIVE PROMPT FOR BACKEND/AUTH AGENT
📋 Summary- What Just Happened.md	89	claude-mastery|creative-studio|product-management	personal	16bitfit	20_projects/prj-16bitfit/	HIGH	📋 Summary: What Just Happened
📱 1- ONBOARDING FLOW (60-Second Guest Mode).md	146	creative-studio|life-systems|design-team	project-material	16bitfit	20_projects/prj-16bitfit/	MEDIUM	📱 1. ONBOARDING FLOW (60-Second Guest Mode)
🚀 16BITFIT GOOGLE IMAGEN 4 (NANO BANANA) MIGRATION PROMPT.md	207	creative-studio|life-systems|design-team	financial	16bitfit	20_projects/prj-16bitfit/	HIGH	🚀 16BITFIT GOOGLE IMAGEN 4 (NANO BANANA) MIGRATION PROMPT
🚀 Epic 1 Implementation Handoff - Claude Code Directive.md	446	creative-studio|claude-mastery|product-management	project-material	16bitfit	20_projects/prj-16bitfit/	HIGH	🚀 Epic 1 Implementation Handoff - Claude Code Directive
🛠 How to Set Them Up (Detailed Instructions).md	40	claude-mastery	reference	superuser-pack	20_projects/prj-superuser-pack/	HIGH	🛠 How to Set Them Up (Detailed Instructions)
